baseTick,quoteTick,bestAsk,bestAskSize,bestBid,bestBidSize,price,sequence,size,time
EWT,BTC,0.0001242,0.1158,0.00012415,0.0109,0.00012415,1612796337010.0,0.0139,2022-03-12 00:23:05.525
EXRD,USDT,0.1206,606.2182,0.1201,8786.6845,0.1205,1646867344959.0,126.3066,2022-03-10 19:24:53.124
FEAR,USDT,0.3536,240.4887,0.3534,32.1386,0.3534,1622179615822.0,16.6818,2022-03-12 00:26:36.378
FET,BTC,8.77e-06,2.6516,8.76e-06,3488.9104,8.76e-06,1612834880960.0,0.1793,2022-03-11 23:33:04.226
FIL,USDT,17.88,130.0493,17.8739,1.49,17.8701,1614496075536.0,4.6143,2022-03-12 00:32:07.408
FKX,BTC,1.1066e-06,1225.7059,1.0824e-06,1174.6545,1.082e-06,1612829575370.0,321.44,2022-03-10 19:24:53.085
FKX,USDT,0.04321,905.9012,0.04294,116.4415,0.04314,1620911006283.0,38.9275,2022-03-10 19:30:14.434
FKX,ETH,1.658e-05,1061.2108,1.638e-05,37.195,1.646e-05,1612824714507.0,12.9644,2022-03-10 19:28:05.477
FLOW,BTC,0.0001466,393.0227,0.0001461,30.7813,0.0001461,1631635224546.0,0.2187,2022-03-10 19:27:00.655
FLOW,USDT,5.77,548.5521,5.763,300.69,5.763,1631672514570.0,46.662,2022-03-10 19:25:56.958
FLUX,USDT,1.5579,540.9059,1.5558,120.0,1.5568,1617587906472.0,156.8376,2022-03-10 19:24:53.080
FLUX,BTC,3.654e-05,548.4913,3.645e-05,543.194,3.655e-05,1636995247156.0,0.3116,2022-03-12 00:27:41.145
FLY,USDT,0.004476,15701.0227,0.00424,22948.9386,0.004464,1620311317887.0,230.9508,2022-03-10 19:30:14.431
FORM,USDT,0.013086,9486.6625,0.013002,2560.0,0.013097,1629127626444.0,581.17233606,2022-03-12 00:23:05.525
FORM,ETH,5.05e-06,36508.3239,5.03e-06,46583.0691,5.04e-06,1634058700026.0,2638.9467,2022-03-11 23:33:04.255
FORTH,USDT,6.8752,82.7575,6.8366,68.6146,6.8455,1619479570572.0,0.2605,2022-03-12 00:30:58.432
FTM,USDT,1.23454,1893.0,1.23375,460.0,1.23388,1620038923543.0,263.9369,2022-03-12 00:32:07.389
FTM,ETH,0.0004708,809.4958,0.0004698,2038.4474,0.0004715,1613361845635.0,56.52343584,2022-03-10 19:29:09.126
FTM,BTC,3.156e-05,6311.3345,3.152e-05,1.5182,3.155e-05,1613494391702.0,1.5168,2022-03-12 00:32:07.427
FTM3L,USDT,0.040561,69.4129,0.040432,129.1461,0.040391,1634195236154.0,24.1875,2022-03-12 00:29:51.557
FTM3S,USDT,0.2847,1404.6272,0.284,1404.6272,0.2847,1634187923674.0,66.16754478,2022-03-12 00:26:36.356
FTT,USDT,41.187,12.6789,41.157,9.9681,41.139,1632567479965.0,0.0378,2022-03-12 00:29:51.557
FTT,BTC,0.0010525,24.3444,0.0010508,0.1348,0.0010522,1632489844161.0,0.0216,2022-03-12 00:29:51.555
FX,ETH,0.0001823,440.78566,0.0001812,2473.27914,0.0001817,1645507721340.0,1.76,2022-03-12 00:28:45.822
FX,BTC,1.231e-05,1049.93977,1.228e-05,0.35774,1.23e-05,1645507321098.0,1.55185,2022-03-10 19:29:09.122
FXS,BTC,0.000426,12.1256,0.0004235,0.1538,0.0004246,1636614003207.0,0.0108,2022-03-10 19:25:56.949
GAFI,USDT,22.605,0.0131,22.327,0.6349,22.605,1639561267019.0,0.005,2022-03-12 00:27:41.136
GALAX,USDT,0.21739,300.0,0.21731,150.0,0.21774,1639255178281.0,684.8566,2022-03-12 00:27:41.136
GALAX3L,USDT,0.017493,9929.3013,0.017404,94.4552,0.017427,1638424554011.0,5809.3528,2022-03-12 00:27:41.138
GALAX3S,USDT,4.2637,0.40236131,4.2462,126.4649,4.2637,1638415413782.0,3.869e-05,2022-03-12 00:27:41.138
GARI,USDT,0.4504,50.0,0.4494,727.702,0.4495,1642530257575.0,5.7349,2022-03-12 00:27:41.138
GAS,USDT,4.7342,1.0444,4.7066,36.6,4.7293,1615157758969.0,5.8552,2022-03-10 19:27:00.662
GGG,USDT,1.0187,272.9097,1.0138,4.8975,1.014,1641356581058.0,8.9285,2022-03-10 19:30:14.436
GHST,BTC,4.905e-05,9.8551,4.87e-05,40.7,4.877e-05,1635314542564.0,0.2061,2022-03-10 19:24:53.105
GLCH,USDT,0.3793,210.0,0.3774,19054.4547,0.3774,1622141799880.0,6.2988,2022-03-10 19:29:09.127
GLM,USDT,0.492,3.8849,0.4897,3.8998,0.4909,1637248641003.0,2.2932,2022-03-11 23:33:04.245
GLMR,BTC,6.35e-05,11.5551,6.314e-05,9.9877,6.347e-05,1642002078015.0,0.674,2022-03-11 23:33:04.225
GLMR,USDT,2.4825,0.674,2.4803,42.8834,2.4803,1641996705473.0,37.1166,2022-03-11 23:33:04.239
GMB,ETH,3.847e-07,764.0,3.7e-07,160479.1641,3.839e-07,1612832785248.0,4830.2298,2022-03-10 19:24:53.126
GMB,BTC,2.23e-08,59047.6733,2.18e-08,1667765.5975,2.22e-08,1612720099054.0,50000.0,2022-03-11 23:32:00.939
GO,USDT,0.023589,2.578e-05,0.023552,7309.3978,0.023552,1645509934281.0,63.1363,2022-03-10 19:24:53.023
GOM2,USDT,0.03063,930.0,0.02983,1003.5698,0.03053,1612735306844.0,89.575,2022-03-12 00:28:45.796
GOVI,USDT,1.1445,13.5697,1.1349,5.2688,1.1445,1620844046346.0,5.0,2022-03-11 23:32:00.941
GRIN,USDT,0.238412,210.73492153,0.2375,590.72124803,0.2375,1612872069712.0,1037.50634538,2022-03-12 00:32:07.426
GRIN,BTC,6.13e-06,0.54913118,6.03e-06,590.72124803,6.17e-06,1612844835823.0,4.85528392,2022-03-12 00:30:58.426
GRT,USDT,0.32334,1447.1061,0.32309,630.0,0.32327,1613563430500.0,28.628,2022-03-12 00:26:36.359
GRT,KCS,0.01784,500.0,0.01771,500.0,0.01784,1615268862862.0,233.124,2022-03-11 23:32:00.962
GTC,BTC,0.00014514,84.3437,0.00014428,84.5603,0.0001455,1631203468858.0,0.1312,2022-03-10 19:24:53.096
HAI,BTC,1.3031e-06,6.8405,1.3019e-06,2428.9346,1.3026e-06,1646868136225.0,848.6979,2022-03-12 00:29:51.554
HAPI,USDT,17.5749,0.1051,17.55,0.0179,17.55,1629204070643.0,0.0508,2022-03-12 00:32:07.406
HARD,USDT,0.42402,1.6829,0.42131,44.1169,0.42131,1638341305748.0,1.3975,2022-03-11 23:33:04.236
HBAR,BTC,5.45e-06,2232.4031,5.43e-06,9096.9915,5.44e-06,1631685841433.0,5.0,2022-03-10 19:24:53.155
HBAR,USDT,0.21394,2650.0,0.21382,370.824,0.21348,1631783514410.0,0.4821,2022-03-10 19:27:00.659
HERO,USDT,0.04722,7999.9999,0.04715,19438.4461,0.04716,1635696287665.0,2000.0,2022-03-12 00:26:36.357
HNT,USDT,21.238,0.0001,21.199,4.2665,21.238,1641376975112.0,0.6852,2022-03-10 19:25:56.946
HORD,USDT,0.04711,10927.7884,0.04675,137.1862,0.04711,1619260187543.0,175.3939,2022-03-11 23:33:04.232
HOTCROSS,USDT,0.15855,25.4788,0.1583,2004.5212,0.1583,1621726497718.0,14.0056,2022-03-12 00:26:36.377
HT,USDT,8.9844,52.3121,8.9545,52.386,8.9662,1618582116158.0,0.4395,2022-03-12 00:28:45.832
HTR,USDT,0.4883,1092.38,0.4873,656.38,0.4882,1613101429495.0,63.8518573,2022-03-10 19:24:53.039
HTR,BTC,1.245e-05,36.7021,1.236e-05,216.1943,1.241e-05,1614805907293.0,0.0001,2022-03-10 19:24:53.062
ICP,USDT,16.42,28.1049,16.41,90.7918,16.42,1621570215267.0,21.0508,2022-03-11 23:33:04.233
ICP,BTC,0.00042,918.0854,0.000418,209.0772,0.00042,1621665027675.0,0.0278,2022-03-12 00:30:58.432
IDEA,USDT,0.1626,7024.2410844,0.1625,3259.0025,0.1626,1614421978517.0,4.3494,2022-03-12 00:26:36.363
ILV,USDT,499.669,1.4911,498.807,0.3292,499.225,1632495349031.0,0.0017,2022-03-12 00:04:01.157
IMX,USDT,1.922,122.5663,1.9177,140.9836,1.922,1638219818741.0,2.3243,2022-03-12 00:27:41.138
IOST,USDT,0.02241,54980.5204,0.02237,77255.7251,0.02237,1616920601248.0,40.1417,2022-03-10 19:28:05.477
IOTA,USDT,0.7231,823.362,0.7216,691.8659,0.7232,1640949783769.0,0.23512737,2022-03-10 19:30:14.437
IOTX,USDT,0.0679,7220.2162,0.06783,409.5345,0.06786,1629213532759.0,317.9327,2022-03-12 00:04:01.136
IOTX,BTC,1.742e-06,7035.5441,1.737e-06,20598.0464,1.738e-06,1612871895617.0,2.245,2022-03-12 00:30:58.422
IOTX,ETH,2.633e-05,14060.7514,2.628e-05,7319.5597,2.628e-05,1613696005471.0,20.229,2022-03-12 00:30:58.422
ISP,USDT,0.002426,7013.6541,0.002417,1585.779,0.002417,1636151949200.0,114.221,2022-03-12 00:27:41.147
IXS,USDT,0.24,19.06208334,0.2385,3147.0,0.2386,1631114608973.0,1061.1309,2022-03-10 19:28:05.425
JASMY,USDT,0.01375,299275.67767273,0.01373,40609.2401,0.01375,1635507339261.0,727.27272727,2022-03-12 00:27:41.140
KAI,BTC,8.803e-07,6448.0,8.699e-07,37.9741,8.699e-07,1612919665771.0,97.5766,2022-03-11 23:33:04.254
KAT,BTC,2.41e-08,25400.0,2.3e-08,27036.9565,2.37e-08,1612760075897.0,330093.3351,2022-03-12 00:30:58.422
KAT,USDT,0.000913,1122.2139,0.000903,154218.3431,0.000903,1612751932259.0,12083.8382,2022-03-12 00:30:58.422
KAVA,USDT,3.1107,458.7056,3.1016,564.6439,3.1016,1637757481095.0,0.1561,2022-03-12 00:27:41.152
KCS,USDT,18.216,0.0846,18.213,99.937,18.213,1616751365659.0,0.1081,2022-03-12 00:30:58.367
KCS,ETH,0.007037,0.0761,0.007035,1.2715,0.007035,1613499011519.0,0.053,2022-03-12 00:30:58.423
KCS,BTC,0.000462,49.233,0.0004617,5.043,0.0004618,1613657304593.0,0.0897,2022-03-10 19:30:14.424
KDA,USDT,6.9371,138.92589039,6.9306,44.1,6.9371,1621433233306.0,9.36990961,2022-03-12 00:29:51.545
KDA,BTC,0.00017999,54.1798,0.00017977,4.9155,0.00017999,1620933878442.0,42.1298,2022-03-11 23:33:04.233
KDON,USDT,0.1194,24.528,0.1193,27.0676,0.1193,1638774369114.0,6.6264,2022-03-12 00:27:41.136
KLAY,BTC,2.821e-05,0.1804,2.812e-05,3691.0085,2.822e-05,1638943740309.0,0.1176,2022-03-11 23:33:04.236
KLAY,USDT,1.0932,340.9384,1.0918,351.0297,1.0917,1638951071255.0,626.636,2022-03-10 19:30:14.440
KMD,USDT,0.4989,94.388,0.4979,113.0,0.4978,1646867619643.0,5.0719,2022-03-12 00:28:45.796
KNC,ETH,0.0010482,169.934,0.0010426,50.5387,0.0010445,1612825072164.0,14.67477261,2022-03-10 19:24:53.096
KOK,USDT,5.0107,135.5193,5.0084,210.0,5.0105,1629209519105.0,163.7453,2022-03-12 00:30:58.432
KOL,ETH,1.952e-05,1000.0,1.937e-05,1000.0,1.943e-05,1639660047103.0,968.8921,2022-03-10 19:30:14.436
KRL,USDT,0.65059,87.2883,0.6472,927.5345,0.64791,1615968685358.0,76.0,2022-03-11 23:32:00.962
KSM,BTC,0.00319692,3.8586,0.00318592,0.8835,0.0031871,1613207004562.0,0.0137,2022-03-11 23:33:04.254
KSM,USDT,125.655,2.9,125.5171,2.0317,125.4677,1613703102824.0,1.507,2022-03-10 19:27:00.655
LABS,ETH,1.22e-06,120523.4369,1.2e-06,39744.6452,1.2e-06,1618840027765.0,71.8268,2022-03-12 00:32:07.432
LINK,BTC,0.00034192,0.0101,0.00034161,31.3936,0.00034178,1613602797791.0,0.0055,2022-03-11 23:33:04.208
LINK,USDT,13.3707,35.71,13.3644,39.9957,13.3715,1616451922640.0,0.0083,2022-03-12 00:32:07.412
LINK3L,USDT,0.1369,6633.9527,0.1362,5370.5927,0.1366,1632374979239.0,59.1937,2022-03-12 00:26:36.356
LINK3S,USDT,3.9939,388.2,3.9745,41.7028,3.9836,1632374018639.0,0.5397,2022-03-10 19:28:05.456
LIT,BTC,3.019e-05,42.9726,3e-05,3.0544,3.019e-05,1637651114194.0,0.8329,2022-03-10 19:25:56.948
LIT,USDT,1.1818,1771.8903,1.1816,3.0949,1.1831,1637680866454.0,20.0,2022-03-10 19:28:05.445
LOCG,USDT,0.0374,59.0,0.03727,26.3674,0.03727,1620138829740.0,9.6326,2022-03-12 00:30:58.433
LOKI,USDT,0.45759,326.61282581,0.45217,18.9354,0.45759,1612989448219.0,0.92462684,2022-03-12 00:27:41.135
LRC,USDT,0.7096,1769.4211,0.7086,2884.468,0.7088,1614028445213.0,0.4165,2022-03-11 23:33:04.226
LTC,KCS,5.65,1.270262,5.645,0.008947,5.65,1613289822152.0,1.270262,2022-03-10 19:29:09.097
LTC,USDT,107.203,48.561842,107.12,31.004,107.227,1616632849494.0,0.014851,2022-03-12 00:29:51.559
LTC,BTC,0.00274,0.007262,0.002736,25.438412,0.002739,1613867036465.0,0.009364,2022-03-12 00:29:51.554
LTC,ETH,0.04141,0.160338,0.04135,9.238185,0.04133,1613558480385.0,0.001187,2022-03-12 00:29:51.554
LTC,USDC,107.21,17.5811,107.06,9.7706,107.6,1614037702642.0,0.0131,2022-03-12 00:32:07.424
LTC3S,USDT,1.2575,133.3133,1.2447,39.7752,1.2447,1622790548533.0,1.0556,2022-03-10 19:24:53.077
LTX,BTC,1.51e-05,2.5747,1.498e-05,9.4794,1.509e-05,1614178155272.0,1.8582,2022-03-10 19:28:05.462
LTX,USDT,0.5956,3.9092,0.5917,117.7754,0.5912,1614185974006.0,13.0402,2022-03-10 19:27:00.662
LUNA,UST,91.2405,16.4533,91.0646,60.0,91.1348,1613640115395.0,4.5878,2022-03-12 00:28:45.807
LUNA,USDT,91.5527,4.0648,91.5442,15.0,91.5635,1622066341393.0,0.5137,2022-03-12 00:32:07.396
LUNA,ETH,0.038504,0.3017,0.038503,0.1018,0.038503,1638667116191.0,0.0507,2022-03-10 19:29:09.123
LUNA,BTC,0.00233968,18.0,0.00233779,18.0,0.00233909,1614604994063.0,0.0109,2022-03-12 00:28:45.788
LUNA3L,USDT,2.7242,237.1467,2.7126,3.9781,2.724,1631305148643.0,30.0075,2022-03-12 00:30:58.412
LYM,USDT,0.004699,633.1856,0.004682,0.5653,0.004699,1612814278766.0,4226.512,2022-03-12 00:28:45.797
MAKI,BTC,4.079e-07,2691.22469285,3.985e-07,7615.0,4.079e-07,1630507985071.0,0.68520715,2022-03-12 00:29:51.562
MANA,BTC,5.977e-05,670.9738,5.97e-05,180.1696,5.973e-05,1613425177920.0,3.8054,2022-03-12 00:04:01.155
MANA,ETH,0.00091,177.3175,0.0009087,177.5552,0.0009095,1613213213363.0,6.0424,2022-03-10 19:25:56.955
MANA,USDT,2.34597,1281.0,2.3451,208.7094,2.34646,1618258746857.0,390.6492,2022-03-12 00:32:07.387
MANA3L,USDT,0.2826,56.3706,0.2815,56.4307,0.2818,1637171830034.0,461.8286,2022-03-12 00:27:41.145
MANA3S,USDT,1.2601,1292.4506,1.2577,13.1353,1.2578,1637192751997.0,2.1521,2022-03-11 23:32:00.945
MATIC,BTC,3.633e-05,293.6621,3.632e-05,18.6055,3.632e-05,1621456338976.0,0.078,2022-03-10 19:30:14.432
MATIC,UST,1.4188,467.9328,1.4161,192.0689,1.4162,1638969770937.0,44.883,2022-03-10 19:30:14.436
MATIC,USDT,1.4268,1074.8588,1.4267,117.3912,1.4267,1623862388196.0,2.0,2022-03-12 00:29:51.536
MATIC3L,USDT,0.5349,254.6295,0.5328,649.6,0.534,1634794503695.0,1.3757,2022-03-12 00:30:58.424
MATTER,USDT,0.3544,213.1672,0.3532,69.5183,0.3543,1632816897227.0,1.0495,2022-03-12 00:29:51.556
METIS,USDT,162.51,0.0132,162.01,0.1321,162.01,1646280020889.0,0.0257,2022-03-12 00:27:41.143
MHC,USDT,0.004499,216.5027,0.004478,104754.5576,0.004495,1612844881965.0,6834.4279,2022-03-12 00:32:07.424
MIR,USDT,1.974,555.0591,1.97,888.3104,1.976,1613031795537.0,25.4,2022-03-10 19:28:05.425
MJT,USDT,1.0686,190.3218,1.0627,0.6537,1.0686,1644632233360.0,11.2679,2022-03-12 00:29:51.544
MJT,KCS,0.058864,1.5022,0.0585,1.0229,0.058864,1644562703859.0,0.6563,2022-03-12 00:27:41.142
MKR,ETH,0.6861,0.2587,0.6839,3.5915,0.6858,1612911678935.0,0.0009,2022-03-12 00:28:45.796
MKR,USDT,1773.62,0.1,1771.75,0.2885,1772.6,1613248522156.0,0.001,2022-03-11 23:33:04.238
MKR,DAI,1775.35,0.1359,1768.25,0.1357,1774.77,1613017029768.0,0.0016,2022-03-12 00:28:45.798
MLK,USDT,0.79872,75.3,0.79466,277.0,0.79392,1612749930209.0,0.1383,2022-03-12 00:28:45.808
MLN,USDT,51.749,9.0751,51.659,10.953,51.75,1631801643245.0,0.0021,2022-03-11 23:32:00.957
MNW,USDT,0.8076,7.8819,0.8041,29.9,0.8037,1636618670711.0,0.3871,2022-03-12 00:27:41.145
MONI,USDT,0.2297,785.7815,0.2291,2003.4522,0.2291,1637315944892.0,28.5671,2022-03-10 19:25:56.945
MTL,BTC,3.896e-05,2.9636,3.885e-05,331.9289,3.892e-05,1628795663965.0,441.3,2022-03-10 19:25:56.935
MTL,USDT,1.4806,153.9209,1.4783,280.2884,1.4797,1628839852873.0,374.7,2022-03-12 00:27:41.136
MTV,USDT,0.0068676,13992.4086,0.0068519,6836.0,0.0068664,1612969048391.0,792.8615,2022-03-12 00:27:41.129
MTV,BTC,1.76e-07,27271.6635,1.74e-07,23163.2521,1.75e-07,1612890706620.0,2738.7247,2022-03-12 00:30:58.426
MTV,ETH,2.63e-06,10644.9677,2.62e-06,14906.0,2.62e-06,1612938725103.0,13941.1723,2022-03-11 23:33:04.226
NAKA,USDT,0.3954,4411.98223878,0.3937,110.4,0.3954,1634439269332.0,0.9971,2022-03-12 00:29:51.559
NDAU,USDT,11.826,44.284,11.825,19.2864,11.826,1631047551131.0,0.845,2022-03-11 23:33:04.232
NEAR,BTC,0.0002775,65.2679,0.0002773,47.1274,0.0002774,1629339914079.0,0.4573,2022-03-10 19:27:00.696
NEAR,USDT,10.5317,177.9899,10.528,74.0,10.53,1646887698910.0,27.8817,2022-03-12 00:32:07.400
NEAR3L,USDT,0.6051,870.5405,0.6035,3.0057,0.6035,1635925049257.0,610.5834,2022-03-10 19:28:05.463
NEAR3S,USDT,0.001732,265114.62184559,0.001729,31712.901,0.001732,1635958904228.0,41398.96375441,2022-03-10 19:28:05.478
NEO,USDT,20.4854,9e-06,20.4833,0.054644,20.4854,1613522174616.0,0.01166,2022-03-10 19:24:53.055
NEO,ETH,0.007864,3.697995,0.007847,0.054285,0.007845,1613344026532.0,0.012877,2022-03-12 00:29:51.554
NEO,BTC,0.0005201,0.073457,0.0005199,0.023828,0.00052,1613168740038.0,0.042017,2022-03-11 23:33:04.254
NFT,USDT,1.572e-06,1092093155.9625,1.571e-06,440722669.7716,1.571e-06,1629232342224.0,551613706.7857,2022-03-10 19:27:00.678
NGL,BTC,1.539e-05,11.57,1.487e-05,26.6,1.55e-05,1638540383489.0,5.578,2022-03-10 19:25:56.936
NGL,USDT,0.6,7.1492,0.593,15.0164,0.593,1638553049729.0,0.3341,2022-03-10 19:28:05.436
NIM,ETH,9.9e-07,281545.61834344,9.8e-07,707311.177,9.8e-07,1612831225888.0,11002.311,2022-03-10 19:25:56.956
NIM,USDT,0.0025707,611.31209399,0.002566,26700.0,0.0025707,1612955255731.0,388.68790601,2022-03-10 19:24:53.107
NKN,BTC,4.62e-06,2648.2758,4.61e-06,1.3718,4.63e-06,1631711379546.0,1.0685,2022-03-10 19:24:53.058
NKN,USDT,0.1815,1604.2686,0.181,4860.4395,0.1815,1631756664950.0,1.875,2022-03-12 00:29:51.556
NMR,BTC,0.0007238,0.0806,0.000722,47.7382,0.0007238,1631001292454.0,7.5,2022-03-12 00:28:45.832
NORD,BTC,2.412e-05,147.9599,2.38e-05,0.5006,2.407e-05,1636123563599.0,2.231,2022-03-12 00:27:41.146
NORD,USDT,0.9383,58.4163,0.9319,0.631,0.9319,1629141637913.0,0.3582,2022-03-12 00:20:29.224
NTVRK,USDC,1.549,173.017,1.5489,0.6032,1.549,1634113396982.0,45.2761,2022-03-12 00:27:41.156
NU,BTC,1.119e-05,612.5558,1.113e-05,615.4593,1.115e-05,1638338633859.0,2.5177,2022-03-11 23:33:04.236
NULS,ETH,0.0001494,5.730308,0.0001445,2191.067543,0.0001441,1612847866839.0,3.444474,2022-03-11 23:33:04.236
NULS,BTC,9.64e-06,5.730308,9.57e-06,932.489177,9.64e-06,1612796560405.0,4.728112,2022-03-11 23:33:04.235
NWC,USDT,0.18948,212.1573,0.188448,3.7653,0.18883,1612975302981.0,4.9051,2022-03-12 00:32:07.400
ODDZ,USDT,0.10432,9759.3797,0.10357,1.4399,0.10357,1638393186516.0,2.9877,2022-03-12 00:30:58.423
OLT,BTC,4.174e-07,30880.5376,4.14e-07,469.8799,4.14e-07,1612764441534.0,133.0506,2022-03-12 00:29:51.554
OLT,ETH,6.372e-06,77784.342,6.126e-06,11813.5326,6.291e-06,1612745775641.0,54.0563,2022-03-12 00:29:51.554
OM,BTC,1.88e-06,374.0737,1.87e-06,1661.7758,1.87e-06,1637064743180.0,1.0006,2022-03-11 23:33:04.245
OM,USDT,0.0721,1643.9289,0.072,2650.7066,0.0722,1637071555683.0,1.38504155,2022-03-10 19:24:53.045
OMG,BTC,0.00010535,24.8,0.000105,24.1,0.00010509,1613087469882.0,0.0312,2022-03-12 00:26:36.368
OMG,USDT,4.121,1129.051,4.115,160.8528,4.12,1618218826787.0,0.1407,2022-03-12 00:29:51.578
OMG,ETH,0.0016111,0.5758,0.0015985,312.7537,0.001603,1613204515795.0,1.0985,2022-03-10 19:30:14.438
ONE,USDT,0.125829,3200.0,0.125744,8662.0483,0.125821,1614876953482.0,10.3478,2022-03-12 00:26:36.384
ONT,USDT,0.49394,0.6835,0.49329,950.9434,0.49353,1613223214666.0,100.0,2022-03-11 23:33:04.236
ONT,ETH,0.0001894,926.7295,0.0001889,27.9022,0.0001893,1613136375718.0,0.9,2022-03-10 19:25:56.936
OOKI,BTC,3.99e-07,3528.5484,3.19e-07,569.3685,3.439e-07,1640866635840.0,124.9348,2022-03-11 23:33:04.236
OPCT,USDT,0.13335,36.0,0.13253,36.0,0.13333,1629151111875.0,2.224,2022-03-12 00:28:45.832
OPUL,USDT,0.33776,382.283,0.33758,150.0,0.33776,1632397759597.0,156.7132,2022-03-11 23:32:00.956
ORAI,USDT,6.335,0.0566,6.304,3.3065,6.305,1614129972171.0,82.5501,2022-03-10 19:25:56.956
ORBS,USDT,0.0687,9445.652,0.0686,55.4535,0.0687,1616899909973.0,4.348,2022-03-12 00:26:36.377
OXT,ETH,8.53e-05,23911.8905,8.48e-05,2090.6291,8.52e-05,1631620393091.0,57.2926,2022-03-11 23:32:00.954
OXT,USDT,0.2201,4120.6173,0.2197,420.1437,0.2196,1631543745600.0,1.5544,2022-03-12 00:04:01.154
PAXG,USDT,1985.77,0.01016328,1983.81,0.1375,1985.77,1636549163418.0,0.00049854,2022-03-12 00:04:01.146
PAXG,BTC,0.050875,0.0855,0.050708,0.0002,0.050708,1636538509549.0,0.0015,2022-03-11 23:33:04.246
PDEX,USDT,4.5346,181.13164772,4.5185,14.0,4.5184,1618662474980.0,34.2265,2022-03-12 00:32:07.432
PEOPLE,USDT,0.0574,221638.534,0.0572,257724.9921,0.0573,1640225192090.0,633.4598,2022-03-11 23:33:04.237
PERP,USDT,3.923,127.8134,3.9,0.1456,3.912,1635318348821.0,86.1103,2022-03-10 19:30:14.435
PHA,USDT,0.228,3179.4054,0.2276,2.7163,0.2276,1614409126467.0,2.4973,2022-03-12 00:26:36.363
PHNX,USDT,0.01935,5124.6639,0.01892,1894.2441,0.01939,1618954209282.0,1671.99939742,2022-03-10 19:28:05.432
PHNX,BTC,4.796e-07,85.7839,4.607e-07,10619.6104,4.794e-07,1618929576402.0,1036.43,2022-03-12 00:32:07.431
PIVX,USDT,0.2121,24.918,0.2111,53.7552,0.2117,1614733063346.0,1.5702,2022-03-12 00:28:45.820
PLU,USDT,6.88,9.93165582,6.856,0.0516,6.88,1612737014292.0,0.72674418,2022-03-12 00:04:01.164
PMON,USDT,3.5,28.5982,3.4915,4.94,3.4999,1627596207120.0,4.94,2022-03-11 23:32:00.935
PNT,USDT,0.5284,65.0,0.525,1.6178,0.5251,1638398600532.0,52.3905,2022-03-12 00:32:07.422
POL,USDT,0.06553,308.4563,0.06545,4959.2958,0.06551,1612754496702.0,3083.4987,2022-03-10 19:24:53.154
POLC,USDT,0.2528,304.8613,0.2519,1235.4451,0.2527,1638322795806.0,14.0367,2022-03-11 23:32:00.937
POLK,USDT,0.1709,10865.2692,0.1702,1665.1977,0.1709,1615984311266.0,93.382,2022-03-10 19:28:05.463
POLK,BTC,4.34e-06,179.5313,4.31e-06,35.5046,4.31e-06,1615927578485.0,1.6563,2022-03-12 00:04:01.162
POLS,BTC,2.932e-05,87.2145,2.921e-05,111.8914,2.931e-05,1629117628016.0,2.2444,2022-03-10 19:30:14.432
POLX,USDT,0.0002154,412902.07934165,0.00021376,22626.0975,0.0002154,1620472648190.0,35775.29935835,2022-03-10 19:25:56.934
POND,USDT,0.0281,20462.82697403,0.028,34435.1624,0.0281,1638447190407.0,575.31672597,2022-03-12 00:27:41.136
POWR,USDT,0.5052,4.2619,0.5032,935.0879,0.5032,1641376402409.0,15.2415,2022-03-10 19:24:53.136
POWR,ETH,0.0001935,2.24315,0.0001927,835.843118,0.0001937,1612786178989.0,2.704,2022-03-10 19:24:53.122
POWR,BTC,1.279e-05,433.801705,1.278e-05,0.000203,1.278e-05,1612765204559.0,3.006124,2022-03-11 23:33:04.235
PRE,USDT,0.178253,320.0,0.177061,28.2388,0.1785,1612852690908.0,7625.38926224,2022-03-10 19:27:00.660
PROM,USDT,7.957,41.4931,7.93,23.9142,7.93,1622126912622.0,0.0144,2022-03-12 00:32:07.426
PRQ,USDT,0.2433,963.1409,0.2429,2330.711,0.243,1621955512189.0,8.01,2022-03-10 19:28:05.478
PUNDIX,BTC,1.884e-05,163.9333,1.86e-05,10.4452,1.884e-05,1618027838403.0,0.1005,2022-03-12 00:28:45.832
PUNDIX,USDT,0.7354,126.278,0.7306,25.8766,0.7367,1618052734240.0,0.5179,2022-03-10 19:24:53.132
PUSH,BTC,2.675e-05,13.1,2.668e-05,237.5385,2.673e-05,1634019067819.0,1.8797,2022-03-10 19:28:05.455
PYR,USDT,9.1338,18.9,9.1191,18.9,9.1185,1622212877511.0,0.123,2022-03-10 19:27:00.682
QI,USDT,0.05122,11175.8017,0.0511,21234.8126,0.05115,1638420307904.0,7403.2896,2022-03-10 19:28:05.423
QNT,USDT,114.561,4.0955,114.352,14.0021,114.561,1645527449192.0,0.0032,2022-03-12 00:27:41.126
QTUM,BTC,0.00015092,74.6567,0.00015036,81.141,0.00015092,1612885514168.0,6.1312,2022-03-10 19:25:56.964
QUICK,USDT,160.57,0.0256,160.11,0.1612,160.35,1635854417859.0,0.0056,2022-03-12 00:30:58.434
RACEFI,USDT,0.0685,6381.9088,0.0683,1851.5221,0.0684,1640162805625.0,482.4561,2022-03-10 19:25:56.937
REEF,BTC,2.138e-07,219.5896,2.128e-07,1903.1763,2.135e-07,1634631087206.0,204.9926,2022-03-11 23:32:00.956
